0,1,2,3,4
10660.png,pos,0,Woman,white
10661.png,pos,0,Woman,white
10662.png,pos,0,Woman,white
10664.png,pos,1,Man,asian
10665.png,pos,0,Woman,white
10666.png,pos,0,Woman,latino hispanic
10668.png,pos,1,Woman,white
10669.png,pos,1,Woman,white
10672.png,pos,0,Woman,asian
10673.png,pos,1,Woman,white
10675.png,neutral,0,Woman,asian
10676.png,pos,1,Man,asian
10677.png,neg,0,Man,white
10678.png,neg,1,Woman,white
10679.png,pos,0,Woman,latino hispanic
10680.png,pos,1,Man,asian
10681.png,pos,1,Woman,white
10682.png,pos,0,Woman,white
10684.png,pos,0,Man,asian
10685.png,neg,1,Man,asian
10686.png,neutral,0,Woman,white
10688.png,neutral,0,Man,asian
10689.png,pos,0,Woman,white
10690.png,pos,0,Woman,asian
10691.png,pos,0,Man,latino hispanic
10692.png,pos,0,Man,latino hispanic
10693.png,pos,0,Woman,white
10695.png,neutral,0,Man,asian
10697.png,neutral,0,Woman,white
10698.png,pos,1,Woman,white
10699.png,pos,0,Man,latino hispanic
10702.png,pos,0,Woman,asian
10703.png,pos,1,Woman,white
10704.png,pos,0,Woman,latino hispanic
10707.png,pos,0,Woman,white
10708.png,pos,1,Woman,white
10709.png,neutral,0,Man,asian
10710.png,pos,1,Man,asian
10711.png,neutral,0,Man,latino hispanic
10714.png,pos,1,Woman,asian
10715.png,pos,1,Man,asian
10716.png,neutral,0,Man,asian
10717.png,pos,0,Man,asian
10718.png,pos,0,Man,latino hispanic
10719.png,pos,0,Woman,white
10720.png,neutral,0,Woman,white
10721.png,pos,0,Man,asian
10722.png,pos,1,Man,asian
10728.png,pos,0,Woman,latino hispanic
10729.png,pos,1,Man,latino hispanic
10730.png,neutral,0,Man,asian
10733.png,pos,0,Man,asian
10734.png,pos,0,Woman,white
10736.png,neutral,0,Woman,asian
10737.png,neutral,1,Man,asian
10738.png,pos,1,Woman,white
10739.png,pos,0,Woman,white
10740.png,pos,0,Woman,asian
10742.png,pos,0,Woman,white
10743.png,pos,1,Woman,white
10744.png,pos,0,Woman,white
10745.png,neutral,1,Man,asian
10746.png,pos,0,Woman,asian
10748.png,neutral,0,Woman,asian
10750.png,neutral,0,Man,asian
10751.png,neutral,0,Man,asian
10753.png,pos,1,Man,asian
10755.png,pos,0,Woman,asian
10757.png,pos,1,Woman,white
10759.png,pos,0,Woman,white
10762.png,neutral,1,Man,asian
10763.png,pos,1,Woman,white
10765.png,pos,0,Woman,asian
10766.png,neutral,0,Woman,white
10767.png,neutral,1,Man,asian
10768.png,neutral,0,Man,asian
10774.png,pos,1,Man,asian
10775.png,pos,0,Woman,latino hispanic
10776.png,pos,0,Woman,asian
10777.png,neutral,0,Woman,latino hispanic
10778.png,pos,0,Woman,white
10779.png,pos,1,Man,asian
10780.png,neutral,1,Woman,asian
10782.png,pos,0,Man,latino hispanic
10783.png,neutral,0,Woman,white
10784.png,pos,0,Woman,asian
10785.png,neutral,1,Woman,white
10787.png,pos,0,Woman,white
10789.png,neutral,0,Man,asian
10790.png,pos,0,Man,asian
10791.png,pos,0,Woman,white
10794.png,neutral,0,Woman,white
10795.png,neutral,0,Man,asian
10796.png,neutral,1,Man,asian
10797.png,pos,0,Woman,asian
10799.png,pos,0,Woman,asian
10801.png,pos,0,Woman,asian
10802.png,pos,0,Woman,white
10803.png,pos,0,Woman,latino hispanic
10804.png,pos,1,Man,asian
10806.png,neutral,0,Woman,white
10807.png,neutral,0,Man,latino hispanic
10808.png,pos,0,Woman,latino hispanic
10809.png,pos,0,Woman,white
10810.png,pos,1,Man,latino hispanic
10813.png,pos,0,Woman,white
10816.png,pos,0,Woman,white
10820.png,pos,1,Woman,asian
10821.png,pos,0,Woman,asian
10822.png,pos,1,Woman,white
10823.png,pos,1,Man,asian
10824.png,pos,1,Man,asian
10825.png,neutral,0,Man,asian
10830.png,pos,0,Woman,white
10834.png,neutral,0,Woman,white
10838.png,pos,0,Woman,white
10840.png,pos,0,Man,asian
10841.png,neutral,0,Man,latino hispanic
10846.png,pos,1,Man,asian
10851.png,neutral,0,Woman,white
10856.png,pos,1,Woman,asian
10857.png,pos,0,Woman,white
10858.png,pos,0,Woman,white
10861.png,neutral,1,Woman,latino hispanic
10862.png,neutral,0,Man,latino hispanic
10863.png,pos,0,Man,asian
10864.png,pos,0,Man,asian
10865.png,neutral,1,Man,latino hispanic
10868.png,neutral,1,Woman,asian
10869.png,pos,0,Woman,white
10870.png,neutral,0,Man,latino hispanic
10871.png,pos,1,Man,asian
10872.png,pos,0,Woman,asian
10877.png,pos,1,Woman,white
10880.png,pos,1,Man,latino hispanic
10881.png,pos,1,Woman,white
10882.png,pos,0,Woman,latino hispanic
10886.png,neutral,0,Woman,white
10889.png,pos,0,Woman,white
10891.png,neutral,1,Woman,white
10896.png,pos,0,Woman,asian
10897.png,pos,0,Man,asian
10898.png,pos,0,Man,asian
10901.png,neutral,0,Woman,white
10903.png,pos,0,Woman,white
10904.png,neutral,1,Woman,white
10907.png,neutral,0,Woman,white
10909.png,neutral,0,Woman,asian
10910.png,neutral,0,Woman,white
10911.png,neutral,0,Woman,white
10912.png,pos,0,Man,asian
10914.png,pos,0,Woman,white
10916.png,pos,0,Man,latino hispanic
10918.png,neutral,0,Man,latino hispanic
10920.png,neutral,1,Woman,white
10923.png,neutral,1,Woman,latino hispanic
10926.png,pos,0,Woman,white
10927.png,pos,0,Woman,latino hispanic
10928.png,neutral,1,Man,asian
10929.png,pos,0,Woman,white
10931.png,neutral,0,Man,asian
10932.png,pos,1,Man,latino hispanic
10933.png,pos,1,Woman,white
10935.png,neutral,0,Woman,white
10936.png,pos,1,Woman,white
10937.png,pos,0,Man,asian
10941.png,pos,0,Woman,white
10942.png,pos,0,Woman,white
10943.png,neutral,1,Man,asian
10944.png,pos,0,Woman,asian
10945.png,pos,1,Man,asian
10949.png,pos,0,Man,asian
10950.png,neutral,0,Woman,white
10951.png,pos,1,Woman,white
10952.png,pos,0,Man,asian
10955.png,pos,0,Woman,white
10956.png,pos,0,Woman,white
10958.png,pos,0,Woman,white
10959.png,pos,0,Woman,white
10960.png,neutral,1,Woman,white
10961.png,pos,1,Woman,asian
10964.png,pos,1,Man,latino hispanic
10965.png,pos,0,Man,asian
10966.png,neutral,0,Woman,white
10969.png,pos,1,Woman,asian
10970.png,pos,1,Man,asian
10971.png,pos,0,Woman,white
10972.png,neutral,0,Man,asian
10974.png,neutral,1,Man,asian
10977.png,neutral,0,Woman,white
10980.png,pos,1,Woman,asian
10981.png,pos,0,Man,latino hispanic
10982.png,pos,1,Woman,latino hispanic
10983.png,pos,0,Woman,asian
10989.png,pos,0,Woman,white
10992.png,neutral,0,Man,asian
10994.png,neutral,0,Woman,white
10995.png,pos,1,Woman,asian
10996.png,pos,0,Woman,white
10998.png,pos,0,Woman,asian
10999.png,neutral,1,Man,asian
11001.png,pos,0,Woman,asian
11002.png,neutral,0,Man,asian
11004.png,pos,0,Man,asian
11006.png,pos,0,Man,asian
11008.png,neutral,0,Woman,white
11012.png,pos,0,Woman,asian
11013.png,neutral,0,Woman,white
11014.png,pos,0,Woman,white
11015.png,pos,0,Man,asian
11016.png,pos,0,Woman,latino hispanic
11018.png,pos,1,Woman,white
11019.png,pos,0,Man,asian
11020.png,neutral,0,Woman,latino hispanic
11022.png,pos,0,Woman,asian
11023.png,neutral,0,Woman,white
11025.png,pos,0,Woman,white
11027.png,pos,0,Woman,white
11029.png,pos,0,Man,asian
11030.png,pos,1,Woman,white
11031.png,neutral,1,Woman,white
11032.png,pos,0,Woman,white
11034.png,neutral,0,Man,asian
11035.png,neutral,0,Woman,white
11036.png,neutral,0,Woman,white
11037.png,neutral,1,Man,latino hispanic
11038.png,pos,0,Woman,latino hispanic
11039.png,pos,0,Man,asian
11040.png,pos,1,Woman,asian
11041.png,pos,0,Woman,white
11042.png,neutral,0,Man,asian
11043.png,pos,0,Woman,white
11047.png,neutral,0,Woman,white
11048.png,pos,0,Man,latino hispanic
11050.png,neutral,1,Man,latino hispanic
11052.png,neutral,0,Woman,white
11053.png,pos,0,Man,asian
11055.png,pos,1,Man,asian
11058.png,pos,1,Man,asian
11060.png,pos,1,Woman,white
11061.png,neutral,0,Woman,white
11062.png,pos,0,Woman,asian
11063.png,neutral,1,Man,asian
11064.png,neutral,0,Man,asian
11065.png,pos,0,Woman,white
11066.png,neutral,1,Man,asian
11067.png,pos,1,Man,asian
11068.png,pos,1,Woman,white
11069.png,pos,1,Man,latino hispanic
11071.png,pos,1,Woman,white
11073.png,pos,0,Man,asian
11077.png,pos,0,Woman,white
11082.png,pos,0,Man,asian
11083.png,pos,0,Woman,white
11084.png,neutral,1,Woman,white
11085.png,pos,0,Woman,white
11086.png,pos,0,Woman,white
11088.png,pos,0,Man,asian
11089.png,pos,1,Woman,white
11092.png,pos,0,Woman,asian
11095.png,neutral,0,Man,asian
11096.png,neutral,0,Man,asian
11099.png,neutral,0,Woman,white
11101.png,pos,0,Man,latino hispanic
11102.png,neutral,0,Woman,asian
11104.png,pos,1,Man,asian
11105.png,pos,0,Man,latino hispanic
11107.png,neutral,0,Woman,asian
11108.png,neutral,1,Woman,asian
11109.png,pos,0,Man,asian
11110.png,pos,0,Woman,latino hispanic
11114.png,pos,0,Man,asian
11115.png,pos,0,Man,asian
11116.png,pos,0,Man,latino hispanic
11117.png,neutral,0,Woman,white
11118.png,pos,1,Woman,latino hispanic
11119.png,pos,1,Woman,white
11121.png,pos,0,Woman,asian
11122.png,pos,0,Man,asian
11125.png,pos,0,Woman,asian
11128.png,neutral,0,Man,asian
11129.png,neutral,0,Man,asian
11134.png,pos,0,Woman,white
11135.png,pos,0,Man,asian
11136.png,pos,0,Woman,white
11137.png,pos,0,Woman,white
11139.png,pos,0,Woman,white
11141.png,pos,0,Woman,white
11142.png,pos,0,Woman,white
11143.png,pos,0,Man,asian
11145.png,pos,0,Woman,white
11146.png,pos,1,Woman,latino hispanic
11147.png,pos,0,Woman,asian
11148.png,neutral,0,Woman,white
11151.png,pos,0,Man,asian
11152.png,neutral,1,Woman,white
11153.png,pos,0,Woman,white
11155.png,pos,0,Man,latino hispanic
11156.png,neutral,1,Woman,white
11157.png,pos,0,Man,latino hispanic
11158.png,pos,0,Woman,white
11160.png,pos,0,Woman,white
11161.png,neutral,0,Woman,white
11162.png,pos,0,Man,asian
11165.png,pos,0,Woman,white
11166.png,neutral,0,Woman,asian
11168.png,pos,1,Woman,white
11169.png,pos,0,Woman,white
11174.png,neutral,0,Man,asian
11175.png,neutral,0,Woman,white
11176.png,pos,1,Man,latino hispanic
11178.png,pos,0,Woman,white
11179.png,pos,0,Man,asian
11181.png,neutral,0,Woman,asian
11183.png,neutral,1,Man,asian
11185.png,pos,1,Man,asian
11186.png,pos,0,Woman,white
11189.png,neutral,0,Woman,asian
11190.png,neutral,0,Man,asian
11191.png,neutral,0,Man,latino hispanic
11192.png,neutral,0,Woman,white
11195.png,pos,0,Woman,white
11196.png,pos,1,Man,asian
11197.png,pos,0,Man,asian
11200.png,pos,0,Woman,asian
11202.png,pos,0,Woman,white
11205.png,pos,0,Woman,white
11206.png,pos,0,Woman,white
11209.png,pos,0,Woman,white
11210.png,pos,1,Woman,white
11212.png,pos,1,Woman,white
11213.png,neutral,0,Woman,asian
11214.png,pos,1,Woman,asian
11215.png,pos,0,Woman,white
11223.png,pos,0,Man,asian
11231.png,pos,0,Woman,latino hispanic
11234.png,pos,0,Man,latino hispanic
11240.png,pos,1,Woman,latino hispanic
11241.png,neutral,0,Man,asian
11248.png,neutral,1,Man,asian
11257.png,pos,0,Man,asian
11261.png,pos,1,Man,asian
11262.png,pos,1,Man,asian
11265.png,pos,0,Man,asian
11266.png,neutral,0,Man,asian
11267.png,pos,1,Man,asian
11268.png,pos,1,Man,asian
11274.png,pos,0,Man,asian
11276.png,neutral,0,Man,asian
11280.png,neutral,1,Man,asian
11282.png,pos,0,Man,asian
11286.png,pos,0,Man,latino hispanic
11287.png,pos,1,Man,asian
11289.png,pos,0,Man,asian
11302.png,neutral,0,Man,asian
11304.png,pos,0,Man,asian
11305.png,pos,0,Man,asian
11306.png,pos,0,Man,asian
11309.png,pos,0,Man,asian
11313.png,neutral,1,Man,asian
11314.png,pos,0,Man,latino hispanic
11320.png,pos,0,Man,asian
11329.png,pos,0,Man,latino hispanic
11331.png,pos,0,Man,asian
11340.png,neutral,1,Woman,latino hispanic
11345.png,neutral,0,Woman,latino hispanic
11350.png,neutral,0,Man,asian
11351.png,neutral,0,Man,asian
11353.png,pos,1,Woman,latino hispanic
11354.png,neutral,0,Man,latino hispanic
11356.png,pos,1,Man,asian
11358.png,pos,0,Woman,latino hispanic
11359.png,pos,0,Woman,latino hispanic
11369.png,pos,0,Man,asian
11371.png,pos,1,Man,asian
11381.png,pos,0,Man,asian
11382.png,neutral,1,Man,latino hispanic
11383.png,pos,0,Woman,latino hispanic
11384.png,pos,0,Woman,latino hispanic
11385.png,pos,1,Man,asian
11388.png,neg,1,Man,asian
11389.png,pos,0,Man,asian
11390.png,neg,0,Man,white
11391.png,neg,0,Man,asian
11393.png,neutral,0,Man,asian
11401.png,pos,0,Man,asian
11405.png,pos,0,Man,asian
11413.png,pos,0,Man,asian
11414.png,pos,0,Woman,white
11415.png,pos,0,Woman,white
11416.png,pos,0,Woman,latino hispanic
11417.png,neutral,0,Woman,white
11422.png,pos,0,Man,latino hispanic
11424.png,pos,0,Man,asian
11434.png,pos,0,Man,asian
11441.png,neutral,0,Man,asian
11446.png,pos,0,Man,latino hispanic
11450.png,neutral,1,Man,asian
11453.png,pos,1,Man,asian
11455.png,pos,0,Man,latino hispanic
11456.png,pos,1,Man,latino hispanic
11462.png,neutral,0,Man,asian
11474.png,neutral,0,Man,asian
11481.png,pos,1,Man,latino hispanic
11484.png,pos,0,Man,asian
11485.png,neutral,0,Woman,latino hispanic
11488.png,pos,1,Man,latino hispanic
11491.png,neutral,0,Man,asian
11501.png,pos,1,Man,latino hispanic
11503.png,neutral,0,Man,asian
11505.png,neutral,1,Man,asian
11507.png,neutral,0,Man,latino hispanic
11510.png,pos,1,Man,asian
11513.png,neutral,0,Man,latino hispanic
11515.png,pos,1,Man,asian
11516.png,pos,0,Man,latino hispanic
11519.png,neutral,0,Man,asian
11521.png,pos,0,Man,latino hispanic
11525.png,neg,1,Man,white
11527.png,pos,1,Man,latino hispanic
11530.png,neutral,0,Man,asian
11532.png,pos,1,Man,asian
11533.png,neg,0,Man,white
11535.png,neutral,0,Man,asian
11537.png,neg,1,Man,asian
11539.png,neutral,0,Woman,latino hispanic
11542.png,neutral,0,Man,latino hispanic
11544.png,neg,1,Man,asian
11545.png,neg,0,Man,latino hispanic
11547.png,pos,0,Man,latino hispanic
11548.png,pos,1,Man,asian
11555.png,neg,0,Man,white
11556.png,pos,1,Man,asian
11563.png,neg,1,Woman,white
11565.png,neutral,1,Man,asian
11569.png,neg,1,Man,asian
11570.png,pos,0,Man,latino hispanic
11571.png,neutral,0,Man,asian
11575.png,pos,0,Man,asian
11578.png,neutral,1,Man,asian
11580.png,neg,0,Man,white
11581.png,neutral,0,Man,latino hispanic
11584.png,neg,1,Man,white
11595.png,pos,0,Woman,asian
11598.png,neutral,0,Woman,asian
11599.png,pos,0,Woman,white
11600.png,pos,0,Man,asian
11602.png,pos,0,Man,asian
11603.png,pos,0,Man,asian
11607.png,neutral,0,Man,asian
11608.png,pos,1,Woman,latino hispanic
11612.png,neutral,0,Man,asian
11618.png,neutral,0,Man,asian
11624.png,pos,0,Man,asian
11628.png,pos,0,Man,asian
11630.png,pos,0,Man,asian
11640.png,pos,0,Man,latino hispanic
11643.png,neutral,1,Man,asian
11645.png,pos,0,Man,latino hispanic
11646.png,neutral,0,Woman,latino hispanic
11647.png,pos,1,Man,latino hispanic
11655.png,pos,0,Man,asian
11667.png,pos,1,Man,asian
11669.png,pos,0,Man,asian
11672.png,pos,1,Man,asian
11676.png,neutral,1,Man,asian
11678.png,pos,0,Man,asian
11679.png,pos,0,Man,asian
11683.png,neg,0,Woman,white
11684.png,neutral,0,Man,latino hispanic
11686.png,pos,0,Man,asian
11687.png,pos,0,Woman,latino hispanic
11691.png,neutral,0,Woman,latino hispanic
11693.png,pos,0,Man,asian
11694.png,pos,0,Man,latino hispanic
11695.png,pos,1,Man,asian
11699.png,pos,1,Man,asian
11701.png,neg,1,Man,white
11707.png,neutral,1,Man,asian
11709.png,neg,1,Woman,white
11715.png,neutral,0,Woman,latino hispanic
11716.png,pos,0,Man,asian
11720.png,neg,1,Man,white
11726.png,pos,0,Man,asian
11728.png,neutral,0,Man,asian
11729.png,pos,0,Man,asian
11735.png,pos,1,Man,asian
11736.png,neutral,0,Man,asian
11742.png,pos,0,Woman,latino hispanic
11743.png,pos,0,Man,asian
11750.png,neg,1,Man,asian
11753.png,pos,0,Man,latino hispanic
11756.png,pos,1,Woman,latino hispanic
11760.png,pos,0,Man,asian
11761.png,pos,0,Man,latino hispanic
11766.png,neg,0,Man,white
11768.png,pos,0,Man,asian
11770.png,neg,0,Man,white
11773.png,pos,0,Man,asian
11777.png,pos,0,Man,asian
11783.png,pos,1,Man,asian
11786.png,pos,0,Woman,latino hispanic
11788.png,pos,1,Woman,latino hispanic
11791.png,pos,0,Woman,latino hispanic
11797.png,pos,0,Man,asian
11799.png,pos,0,Woman,latino hispanic
11803.png,pos,1,Woman,latino hispanic
11806.png,pos,1,Woman,latino hispanic
11809.png,pos,0,Man,latino hispanic
11811.png,pos,1,Man,asian
11815.png,neutral,0,Man,asian
11817.png,pos,1,Woman,latino hispanic
11819.png,pos,0,Man,latino hispanic
11821.png,neutral,1,Man,asian
11822.png,pos,0,Woman,latino hispanic
11827.png,pos,0,Man,latino hispanic
11828.png,pos,0,Man,latino hispanic
11829.png,pos,0,Woman,latino hispanic
11830.png,pos,0,Man,asian
11831.png,neutral,1,Woman,latino hispanic
11834.png,pos,1,Man,asian
11839.png,pos,0,Man,asian
11840.png,pos,0,Man,latino hispanic
11842.png,neg,0,Man,white
11844.png,pos,0,Man,asian
11846.png,neg,0,Man,black
11848.png,neutral,1,Woman,white
11849.png,neutral,0,Woman,asian
11852.png,pos,1,Man,latino hispanic
11853.png,pos,0,Woman,white
11855.png,pos,0,Man,asian
11858.png,neutral,0,Man,latino hispanic
11860.png,neg,0,Man,white
11863.png,neutral,0,Man,latino hispanic
11865.png,neg,0,Man,white
11866.png,neg,1,Man,white
11868.png,pos,0,Man,asian
11869.png,pos,1,Woman,latino hispanic
11871.png,pos,0,Man,latino hispanic
11872.png,neutral,0,Man,latino hispanic
11873.png,pos,0,Man,asian
11876.png,pos,1,Man,asian
11878.png,pos,1,Man,asian
11879.png,pos,0,Man,asian
11880.png,neg,0,Woman,white
11881.png,neutral,0,Man,latino hispanic
11889.png,neutral,0,Woman,latino hispanic
11890.png,neg,0,Man,black
11891.png,neg,0,Woman,asian
11897.png,neg,1,Man,latino hispanic
11899.png,neutral,0,Woman,latino hispanic
11901.png,pos,0,Woman,white
11902.png,neg,0,Woman,white
11903.png,pos,0,Woman,white
11904.png,neg,0,Man,asian
11905.png,pos,0,Man,asian
11906.png,neutral,0,Man,asian
11907.png,neutral,1,Man,latino hispanic
11910.png,pos,0,Man,latino hispanic
11913.png,pos,1,Woman,white
11914.png,neutral,1,Man,asian
11915.png,pos,0,Woman,asian
11916.png,pos,0,Woman,white
11918.png,pos,0,Woman,white
11920.png,neutral,0,Man,asian
11921.png,pos,0,Woman,latino hispanic
11923.png,pos,1,Woman,latino hispanic
11924.png,neutral,0,Woman,asian
11925.png,pos,0,Man,asian
11928.png,neutral,0,Woman,white
11929.png,neutral,0,Man,asian
11933.png,neg,0,Woman,white
11936.png,neg,0,Man,black
11937.png,neg,0,Man,asian
11939.png,pos,0,Woman,white
11941.png,pos,0,Woman,white
11944.png,pos,0,Man,latino hispanic
11945.png,pos,0,Man,asian
11949.png,neutral,0,Man,asian
11950.png,neg,1,Man,white
11951.png,neg,0,Man,white
11954.png,neutral,0,Woman,latino hispanic
11957.png,neutral,0,Woman,latino hispanic
11958.png,neutral,0,Man,asian
11960.png,neutral,0,Man,asian
11961.png,neg,1,Man,white
11967.png,neutral,1,Man,asian
11973.png,pos,0,Man,asian
11976.png,neg,0,Man,white
11984.png,pos,0,Woman,asian
11986.png,neg,1,Man,white
11988.png,neutral,1,Woman,white
11990.png,pos,0,Man,asian
11991.png,pos,0,Woman,white
11994.png,pos,1,Man,black
11995.png,pos,0,Woman,latino hispanic
11996.png,pos,0,Woman,white
11997.png,pos,1,Woman,white
11998.png,pos,0,Woman,asian
12000.png,pos,0,Woman,latino hispanic
12001.png,pos,0,Woman,white
12002.png,pos,0,Man,asian
12003.png,neg,0,Woman,white
12007.png,neutral,1,Man,asian
12008.png,pos,0,Man,black
12009.png,pos,0,Man,latino hispanic
12011.png,pos,0,Man,asian
12012.png,pos,1,Man,latino hispanic
12013.png,pos,1,Man,asian
12017.png,neg,0,Woman,white
12018.png,pos,1,Man,asian
12021.png,pos,1,Man,asian
12030.png,pos,1,Man,asian
12033.png,pos,0,Man,asian
12034.png,pos,0,Man,latino hispanic
12036.png,pos,0,Woman,asian
12037.png,neg,1,Man,white
12038.png,pos,0,Man,asian
12039.png,neutral,1,Woman,white
12041.png,pos,0,Woman,white
12042.png,pos,0,Man,asian
12048.png,pos,0,Man,asian
12049.png,pos,0,Man,black
12050.png,neg,1,Man,white
12051.png,neg,1,Man,asian
12053.png,pos,1,Woman,white
12058.png,pos,0,Woman,asian
12059.png,pos,0,Man,latino hispanic
12061.png,pos,0,Woman,asian
12062.png,neutral,0,Woman,white
12065.png,neutral,0,Woman,white
12066.png,neutral,0,Man,asian
12067.png,neutral,0,Man,asian
12071.png,pos,1,Man,latino hispanic
12072.png,neutral,0,Woman,latino hispanic
12073.png,neutral,0,Man,asian
12074.png,pos,0,Woman,white
12075.png,pos,0,Woman,white
12077.png,neg,0,Woman,white
12078.png,pos,0,Woman,white
12083.png,neutral,0,Man,asian
12084.png,pos,0,Woman,asian
12085.png,neutral,0,Man,asian
12088.png,pos,0,Woman,asian
12089.png,pos,0,Woman,latino hispanic
12090.png,pos,1,Man,latino hispanic
12091.png,neg,1,Man,asian
12092.png,neutral,0,Woman,latino hispanic
12094.png,pos,0,Woman,white
12095.png,pos,0,Woman,white
12096.png,pos,0,Woman,white
12098.png,neutral,1,Woman,white
12100.png,pos,0,Woman,white
12101.png,neutral,1,Man,asian
12102.png,pos,0,Woman,white
12108.png,neg,0,Man,asian
12112.png,pos,0,Woman,white
12114.png,pos,0,Woman,white
12116.png,pos,0,Woman,asian
12117.png,pos,0,Woman,white
12118.png,pos,1,Woman,asian
12119.png,pos,0,Woman,white
12120.png,neutral,0,Woman,white
12121.png,pos,1,Woman,white
12122.png,pos,0,Man,latino hispanic
12125.png,neg,1,Woman,white
12127.png,pos,1,Man,latino hispanic
12128.png,neutral,1,Woman,white
12129.png,pos,0,Man,asian
12130.png,neutral,0,Woman,white
12134.png,pos,0,Woman,white
12135.png,pos,0,Woman,white
12136.png,pos,1,Man,asian
12137.png,pos,1,Man,latino hispanic
12140.png,pos,1,Woman,white
12142.png,neg,0,Man,white
12144.png,neg,0,Man,latino hispanic
12145.png,pos,0,Woman,white
12146.png,pos,1,Woman,asian
12147.png,neutral,1,Man,asian
12148.png,pos,1,Woman,asian
12149.png,pos,0,Man,asian
12150.png,pos,0,Woman,asian
